TOA5,3.1.1 Poloa,CR300-WIFI,1,CR300-WIFI.Std.07.04,CPU:WRRC_ASPA_prog_wWiFiLogic.CR300,21976,Afono_wx,,,,,
TIMESTAMP,RECORD,BattV_Avg,PTemp_C_Max,AirTF_Avg,RH,Rain_in_Tot,WS_mph_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,SlrW_Avg,SlrMJ_Tot,BattV_Avg
TS,RN,Volts,Deg C,Deg F,%,inch,miles/hour,Deg,Deg,W/m^2,MJ/m^2,Volts
,,Avg,Max,Avg,Smp,Tot,WVc,WVc,WVc,Avg,Tot,Avg
6/30/20 0:30,36341,12.65,25.15,77.81,96.3,0,0,0,0,0.006,5.26E-06,12.65
6/30/20 0:45,36342,12.65,25.1,77.9,96.4,0,0,0,0,0.006,5.47E-06,12.64
6/30/20 1:00,36343,12.64,25.22,78.07,95.9,0,0,0,0,0.008,7.62E-06,12.64
6/30/20 1:15,36344,12.64,25.31,78.11,96.1,0,0,0,0,0.006,5.79E-06,12.64
6/30/20 1:30,36345,12.63,25.29,77.88,96.6,0,0,0,0,0.001,8.58E-07,12.63
6/30/20 1:45,36346,12.63,25.14,77.71,97.5,0,0,0,0,0.01,9.12E-06,12.63
6/30/20 2:00,36347,12.63,25.01,77.5,98.2,0,0,0,0,0.006,5.26E-06,12.62
6/30/20 2:15,36348,12.62,24.9,77.35,96.5,0,0,0,0,0.005,4.51E-06,12.62
6/30/20 2:30,36349,12.62,24.82,77.66,96.4,0,0,0,0,0.003,2.36E-06,12.61
6/30/20 2:45,36350,12.61,24.82,77.57,95.8,0,0,0,0,0.012,1.08E-05,12.61
6/30/20 3:00,36351,12.61,24.78,77.55,97.3,0,0,0,0,0.003,2.90E-06,12.6
6/30/20 3:15,36352,12.6,24.75,77.47,97.4,0,0,0,0,0.006,5.04E-06,12.6
6/30/20 3:30,36353,12.6,24.71,77.49,96.6,0,0,0,0,0.007,5.90E-06,12.59
6/30/20 3:45,36354,12.59,24.71,77.74,96.3,0,0,0,0,0.011,1.01E-05,12.59
6/30/20 4:00,36355,12.59,24.74,77.84,95.8,0,0,0,0,0.005,4.29E-06,12.58
6/30/20 4:15,36356,12.58,24.75,77.76,97.2,0,0,0,0,0.004,3.33E-06,12.58
6/30/20 4:30,36357,12.58,24.73,77.59,96.5,0,0,0,0,0.007,6.54E-06,12.57
6/30/20 4:45,36358,12.57,24.67,77.72,96.3,0,0,0,0,0.009,8.48E-06,12.57
6/30/20 5:00,36359,12.57,24.64,77.59,95.8,0,0,0,0,0.007,6.33E-06,12.56
6/30/20 5:15,36360,12.56,24.62,77.62,95.1,0,0,0,0,0.004,3.86E-06,12.56
6/30/20 5:30,36361,12.56,24.67,77.83,90,0,0,0,0,0.005,4.29E-06,12.55
6/30/20 5:45,36362,12.55,24.73,78.07,88.5,0,0,0,0,0.004,3.86E-06,12.55
6/30/20 6:00,36363,12.55,24.76,77.94,89.9,0,0,0,0,0.01,8.80E-06,12.54
6/30/20 6:15,36364,12.54,24.81,77.98,94.6,0,0,0,0,0.005,4.08E-06,12.54
6/30/20 6:30,36365,12.54,24.84,77.85,93.3,0,0,0,0,0.009,8.15E-06,12.53
6/30/20 6:45,36366,12.53,24.83,77.68,94,0,0,0,0,0.244,0.0002200484,12.53
6/30/20 7:00,36367,12.53,24.75,77.41,95.4,0,0,0,0,2.994,0.002694547,12.52
6/30/20 7:15,36368,12.53,24.73,77.26,95.1,0,0,0,0,7.638,0.006874073,12.52
6/30/20 7:30,36369,12.53,24.68,77.45,95,0,0,0,0,14.41,0.01296719,12.53
6/30/20 7:45,36370,12.53,24.75,77.64,95,0,0,0,0,19.1,0.01718899,12.53
6/30/20 8:00,36371,12.53,24.9,77.91,94.5,0,0,0,0,21.5,0.01935021,12.52
6/30/20 8:15,36372,12.53,25.02,77.9,94.7,0,0,0,0,23.32,0.02098593,12.52
6/30/20 8:30,36373,12.53,25.13,78.15,93.5,0,0,0,0,26.09,0.02348199,12.52
6/30/20 8:45,36374,12.53,25.36,79.01,90,0,0,0,0,30.41,0.02737012,12.53
6/30/20 9:00,36375,12.53,25.67,79.29,92.1,0,0,0,0,46.54,0.04188592,12.53
6/30/20 9:15,36376,12.56,26.13,79.47,93,0,0,0,0,125.6,0.113081,12.56
6/30/20 9:30,36377,12.67,27.84,82.3,85.2,0,0,0,0,406.8,0.3660937,12.67
6/30/20 9:45,36378,12.82,30.25,84.9,80.9,0,0,0,0,491.4,0.4422307,12.82
6/30/20 10:00,36379,13.01,32.09,85.6,80,0,0,0,0,535.4,0.4818662,13
6/30/20 10:15,36380,13.16,33.77,87.3,79.38,0,0,0,0,604.8,0.5442883,13.15
6/30/20 10:30,36381,13.17,34.6,86.6,86.1,0,0,0,0,493.6,0.4442019,13.16
6/30/20 10:45,36382,13.31,35.59,86.7,80.1,0,0,0,0,732.4,0.6591151,13.3
6/30/20 11:00,36383,13.36,36.97,88.7,78.03,0,0,0,0,712.2,0.6410077,13.36
6/30/20 11:15,36384,13.15,37.66,86.3,87.4,0,0,0,0,409.4,0.3684903,13.15
6/30/20 11:30,36385,13.06,36.09,84.4,89,0,0,0,0,264.6,0.2381547,13.06
6/30/20 11:45,36386,12.87,34.14,82.1,91.5,0,0,0,0,107.5,0.09673291,12.87
6/30/20 12:00,36387,12.96,32.22,82.3,89.6,0,0,0,0,195.9,0.1763462,12.96
6/30/20 12:15,36388,12.89,31.21,82,93.3,0,0,0,0,138.8,0.1248752,12.89
6/30/20 12:30,36389,13.19,31.99,82.7,88.7,0,0,0,0,455.5,0.4099572,13.19
6/30/20 12:45,36390,13.27,33.3,85.4,88,0,0,0,0,511.9,0.4607241,13.26
6/30/20 13:00,36391,13.41,34.97,84.8,84.9,0,0,0,0,734.7,0.6612014,13.4
6/30/20 13:15,36392,13.4,36.61,87.6,82,0,0,0,0,783.1,0.7047731,13.39
6/30/20 13:30,36393,13.39,37.28,86.1,84.3,0,0,0,0,723.8,0.651427,13.39
6/30/20 13:45,36394,13.39,37.63,86.3,81.6,0,0,0,0,729.3,0.6564081,13.38
6/30/20 14:00,36395,13.39,37.91,86.2,83.5,0,0,0,0,704,0.6336218,13.39
6/30/20 14:15,36396,13.21,38.09,86.4,83.1,0,0,0,0,422.1,0.3798815,13.2
6/30/20 14:30,36397,13.12,36.17,83.7,90,0,0,0,0,263.2,0.236874,13.11
6/30/20 14:45,36398,13.15,34.93,83.7,88.3,0,0,0,0,236.6,0.212935,13.15
6/30/20 15:00,36399,13.09,33.02,82.9,90.2,0,0,0,0,197.5,0.1777665,13.09
6/30/20 15:15,36400,13.46,34.52,85.2,80.4,0,0,0,0,587.5,0.5287421,13.46
6/30/20 15:30,36401,13.43,36.36,86.3,81.8,0,0,0,0,579.4,0.5214835,13.43
6/30/20 15:45,36402,13.41,37.51,87.3,80.9,0,0,0,0,641.3,0.5772067,13.41
6/30/20 16:00,36403,13.36,37.73,86.8,82.3,0,0,0,0,334.2,0.3007648,13.35
6/30/20 16:15,36404,13.26,37.13,84.4,85.7,0,0,0,0,258.4,0.23259,13.25
6/30/20 16:30,36405,13.13,34.74,82.4,91.3,0,0,0,0,165.7,0.1491123,13.12
6/30/20 16:45,36406,12.96,32.37,80.9,92.1,0,0,0,0,98.9,0.08900428,12.96
6/30/20 17:00,36407,12.91,30.66,80.5,92.5,0,0,0,0,84.7,0.07625768,12.9
6/30/20 17:15,36408,13.08,29.66,80.5,91.1,0,0,0,0,121.2,0.1090618,13.07
6/30/20 17:30,36409,13.4,30.3,82.3,87.3,0,0,0,0,163.5,0.1471346,13.38
6/30/20 17:45,36410,13.18,30.49,82.3,87.1,0,0,0,0,101.5,0.09133491,13.17
6/30/20 18:00,36411,12.87,30.34,81.2,91.4,0,0,0,0,25.73,0.02315294,12.87
6/30/20 18:15,36412,12.79,29.27,79.22,94.5,0,0,0,0,9.42,0.008477819,12.78
6/30/20 18:30,36413,12.75,28.08,78.44,96,0,0,0,0,1.456,0.001310527,12.75
6/30/20 18:45,36414,12.74,27.08,78.04,92.1,0,0,0,0,0.038,3.40E-05,12.73
6/30/20 19:00,36415,12.73,26.44,78.15,86.4,0,0,0,0,0.004,3.65E-06,12.73
6/30/20 19:15,36416,12.73,26.12,78.52,87.7,0,0,0,0,0.009,8.05E-06,12.72
6/30/20 19:30,36417,12.72,25.92,78.59,89.2,0,0,0,0,0.004,3.86E-06,12.72
6/30/20 19:45,36418,12.72,25.8,78.48,91.9,0,0,0,0,0.003,3.11E-06,12.72
6/30/20 20:00,36419,12.71,25.68,78.4,94.7,0,0,0,0,0.008,7.08E-06,12.71
6/30/20 20:15,36420,12.71,25.59,78.21,96,0,0,0,0,0.007,5.90E-06,12.7
6/30/20 20:30,36421,12.7,25.5,78.14,95.9,0,0,0,0,0.01,9.33E-06,12.7
6/30/20 20:45,36422,12.7,25.42,78.11,97.4,0,0,0,0,0.008,7.08E-06,12.7
6/30/20 21:00,36423,12.7,25.31,78.04,98.2,0,0,0,0,0.004,3.33E-06,12.69
6/30/20 21:15,36424,12.69,25.25,77.91,98.6,0,0,0,0,0.007,6.65E-06,12.69
6/30/20 21:30,36425,12.69,25.17,77.69,99,0,0,0,0,0.008,7.30E-06,12.69
6/30/20 21:45,36426,12.69,25.12,77.54,99.3,0,0,0,0,0.009,7.72E-06,12.68
6/30/20 22:00,36427,12.68,25.08,77.45,99.4,0,0,0,0,0.009,8.48E-06,12.68
6/30/20 22:15,36428,12.68,25.03,77.41,99.5,0,0,0,0,0.007,6.65E-06,12.67
6/30/20 22:30,36429,12.67,24.98,77.49,99.6,0,0,0,0,0.008,6.76E-06,12.67
6/30/20 22:45,36430,12.67,24.93,77.54,99.9,0,0,0,0,0.004,3.43E-06,12.67
6/30/20 23:00,36431,12.67,24.93,77.58,100,0,0,0,0,0.005,4.08E-06,12.66
6/30/20 23:15,36432,12.66,24.96,77.64,100,0,0,0,0,0.006,5.36E-06,12.66
6/30/20 23:30,36433,12.66,24.98,77.65,100,0,0,0,0,0.004,3.65E-06,12.66
6/30/20 23:45,36434,12.65,24.98,77.59,100,0,0,0,0,0.008,7.51E-06,12.65
7/1/20 0:00,36435,12.65,24.97,77.51,100,0,0,0,0,0.008,6.97E-06,12.65
7/1/20 0:15,36436,12.65,24.93,77.51,100,0,0,0,0,0.005,4.40E-06,12.64
7/1/20 0:30,36437,12.64,24.91,77.56,100,0,0,0,0,0.008,7.08E-06,12.64
7/1/20 0:45,36438,12.64,24.91,77.58,100,0,0,0,0,0.006,5.79E-06,12.64
7/1/20 1:00,36439,12.63,24.9,77.51,99,0,0,0,0,0.011,9.87E-06,12.63
7/1/20 1:15,36440,12.63,24.88,77.46,96,0,0,0,0,0.006,5.15E-06,12.63
7/1/20 1:30,36441,12.63,24.83,77.86,96.1,0,0,0,0,0.006,5.36E-06,12.62
7/1/20 1:45,36442,12.62,24.81,77.93,95.2,0,0,0,0,0.003,2.36E-06,12.62
7/1/20 2:00,36443,12.62,24.8,77.61,96.4,0,0,0,0,0.006,5.15E-06,12.61
7/1/20 2:15,36444,12.61,24.75,77.52,97.2,0,0,0,0,0.01,9.44E-06,12.61
7/1/20 2:30,36445,12.61,24.71,77.47,96.6,0,0,0,0,0.002,2.04E-06,12.6
7/1/20 2:45,36446,12.6,24.68,77.74,96.7,0,0,0,0,0.006,5.79E-06,12.6
7/1/20 3:00,36447,12.6,24.67,77.74,97.8,0,0,0,0,0.004,3.22E-06,12.59
7/1/20 3:15,36448,12.59,24.64,77.73,98.3,0,0,0,0,0.012,1.06E-05,12.59
7/1/20 3:30,36449,12.59,24.69,77.84,98.7,0,0,0,0,0.009,7.83E-06,12.58
7/1/20 3:45,36450,12.58,24.82,78.08,98.9,0,0,0,0,0.008,7.08E-06,12.58
7/1/20 4:00,36451,12.58,24.95,78.08,98.4,0,0,0,0,0.004,3.43E-06,12.57
7/1/20 4:15,36452,12.57,24.97,77.92,98.7,0,0,0,0,0.005,4.18E-06,12.57
7/1/20 4:30,36453,12.57,24.98,77.79,99,0,0,0,0,0.004,3.22E-06,12.56
7/1/20 4:45,36454,12.56,25,78.1,98.5,0,0,0,0,0.005,4.08E-06,12.56
7/1/20 5:00,36455,12.56,25.1,78.12,98.5,0,0,0,0,0.002,1.93E-06,12.55
7/1/20 5:15,36456,12.55,25.12,77.99,98.7,0,0,0,0,0.006,5.04E-06,12.55
7/1/20 5:30,36457,12.55,25.17,78.14,98.6,0,0,0,0,0.009,8.48E-06,12.54
7/1/20 5:45,36458,12.54,25.23,78.34,98.5,0,0,0,0,0.009,7.72E-06,12.54
7/1/20 6:00,36459,12.54,25.23,78.4,97.8,0,0,0,0,0.005,4.08E-06,12.53
7/1/20 6:15,36460,12.53,25.24,78.4,97.7,0,0,0,0,0.005,4.61E-06,12.53
7/1/20 6:30,36461,12.53,25.19,78.45,98.1,0,0,0,0,0.009,8.48E-06,12.52
7/1/20 6:45,36462,12.52,25.24,78.48,97.8,0,0,0,0,0.313,0.0002816319,12.52
7/1/20 7:00,36463,12.52,25.45,78.6,98.7,0,0,0,0,3.531,0.003177667,12.51
7/1/20 7:15,36464,12.52,25.47,78.45,98.9,0,0,0,0,10.54,0.009486759,12.52
7/1/20 7:30,36465,12.53,25.46,78.47,99,0,0,0,0,18.34,0.01650546,12.52
7/1/20 7:45,36466,12.53,25.52,78.45,98.9,0,0,0,0,27.59,0.02483361,12.53
7/1/20 8:00,36467,12.54,25.67,78.52,98.5,0,0,0,0,40.22,0.03619384,12.54
7/1/20 8:15,36468,12.54,25.8,78.57,98.8,0,0,0,0,46.13,0.04152124,12.54
7/1/20 8:30,36469,12.54,25.87,78.61,99.5,0,0,0,0,49.52,0.04456694,12.54
7/1/20 8:45,36470,12.54,25.98,78.54,99.2,0,0,0,0,50.32,0.0452906,12.54
7/1/20 9:00,36471,12.55,26.11,78.67,99.1,0,0,0,0,68.29,0.06146261,12.55
7/1/20 9:15,36472,12.58,26.52,79.45,97.1,0,0,0,0,123.4,0.1110981,12.57
7/1/20 9:30,36473,12.7,28.02,81.7,89.8,0,0,0,0,412,0.3708141,12.7
7/1/20 9:45,36474,12.88,30.05,83.9,84.8,0,0,0,0,490.7,0.4416595,12.87
7/1/20 10:00,36475,13.03,31.71,85.2,82.2,0,0,0,0,516.3,0.464637,13.03
7/1/20 10:15,36476,13.17,33.28,86.2,82.8,0,0,0,0,597.6,0.5378015,13.17
7/1/20 10:30,36477,13.21,34.26,86.9,80.7,0,0,0,0,600.9,0.5408341,13.21
7/1/20 10:45,36478,13.24,35.11,87.7,82.9,0,0,0,0,593.2,0.5338696,13.23
7/1/20 11:00,36479,13.31,35.84,87.9,79.66,0,0,0,0,659.2,0.5932986,13.31
7/1/20 11:15,36480,13.35,36.43,87.1,83.2,0,0,0,0,608.1,0.5472621,13.34
7/1/20 11:30,36481,13.34,36.68,85.6,82.7,0,0,0,0,588.5,0.5296795,13.33
7/1/20 11:45,36482,13.39,37.38,85.7,81.9,0,0,0,0,693.9,0.6244859,13.39
7/1/20 12:00,36483,13.4,37.58,85.8,84.4,0,0,0,0,746.4,0.6717159,13.4
7/1/20 12:15,36484,13.36,37.65,85.6,86.8,0,0,0,0,738.1,0.6642991,13.36
7/1/20 12:30,36485,13.35,37.25,84.6,86.3,0,0,0,0,606.4,0.5457476,13.35
7/1/20 12:45,36486,13.4,37.01,85.3,85.9,0,0,0,0,808,0.7273162,13.4
7/1/20 13:00,36487,13.39,37.23,85.2,85.1,0,0,0,0,741,0.6668581,13.39
7/1/20 13:15,36488,13.39,37.15,85.5,85.5,0,0,0,0,691.8,0.6226562,13.39
7/1/20 13:30,36489,13.32,36.57,84.5,89.4,0,0,0,0,479.8,0.4318493,13.32
7/1/20 13:45,36490,13.37,36.36,85.2,87.7,0,0,0,0,482.3,0.4341055,13.37
7/1/20 14:00,36491,13.38,35.53,84.4,87.9,0,0,0,0,498,0.4481685,13.37
7/1/20 14:15,36492,13.38,35.83,84.5,87.6,0,0,0,0,546.3,0.4916545,13.38
7/1/20 14:30,36493,13.39,36.12,84.7,89.2,0,0,0,0,529.9,0.4768658,13.39
7/1/20 14:45,36494,13.34,35.78,84,90.2,0,0,0,0,311.5,0.2803266,13.34
7/1/20 15:00,36495,13.4,34.89,83.6,88.8,0,0,0,0,417.5,0.375786,13.39
7/1/20 15:15,36496,13.44,35.77,85.4,85.7,0,0,0,0,538.5,0.4846092,13.43
7/1/20 15:30,36497,13.4,36.24,85.5,84.9,0,0,0,0,423.7,0.3813063,13.39
7/1/20 15:45,36498,13.41,37.56,87,81.5,0,0,0,0,591.3,0.5321996,13.41
7/1/20 16:00,36499,13.38,38.02,86.5,88.5,0.05,0,0,0,522.5,0.4702453,13.37
7/1/20 16:15,36500,13.28,37.74,82.6,96,0.12,0,0,0,219.9,0.1979053,13.28
7/1/20 16:30,36501,13.2,33.32,81,96.9,0.01,0,0,0,154,0.1386308,13.19
7/1/20 16:45,36502,13.51,32.66,82.2,93.2,0,0,0,0,361.4,0.3253042,13.51
7/1/20 17:00,36503,13.48,34.15,83.6,91.4,0,0,0,0,307.1,0.2764228,13.48
7/1/20 17:15,36504,13.44,34.79,83.2,91.5,0,0,0,0,262.8,0.2365194,13.44
7/1/20 17:30,36505,13.3,34.81,82.2,94.7,0,0,0,0,163.9,0.1475081,13.3
7/1/20 17:45,36506,13.1,32.95,81.1,96.1,0,0,0,0,81.4,0.07326701,13.1
7/1/20 18:00,36507,12.86,31.19,79.27,98.9,0,0,0,0,23.58,0.021224,12.86
7/1/20 18:15,36508,12.81,29.39,78.26,98.8,0,0,0,0,4.78,0.004302371,12.81
7/1/20 18:30,36509,12.79,28.04,77.58,99.3,0,0,0,0,0.318,0.0002859235,12.79
7/1/20 18:45,36510,12.78,27.05,77.39,100,0,0,0,0,0.013,1.19E-05,12.77
7/1/20 19:00,36511,12.76,26.49,77.5,100,0,0,0,0,0.007,5.90E-06,12.76
7/1/20 19:15,36512,12.76,26.18,77.52,100,0,0,0,0,0.004,3.65E-06,12.75
7/1/20 19:30,36513,12.75,26,77.46,100,0,0,0,0,0.005,4.29E-06,12.75
7/1/20 19:45,36514,12.74,25.9,77.45,100,0,0,0,0,0.01,9.33E-06,12.74
7/1/20 20:00,36515,12.74,25.81,77.27,100,0.08,0,0,0,0.004,3.33E-06,12.74
7/1/20 20:15,36516,12.73,25.75,76.91,100,0.02,0,0,0,0.006,5.58E-06,12.73
7/1/20 20:30,36517,12.73,25.62,77.52,100,0.39,0,0,0,0.008,6.87E-06,12.73
7/1/20 20:45,36518,12.73,25.63,76.56,100,0.53,0,0,0,0.005,4.61E-06,12.72
7/1/20 21:00,36519,12.72,25.43,75.39,100,0.07,0,0,0,0.003,2.79E-06,12.72
7/1/20 21:15,36520,12.72,24.88,76.16,100,0,0,0,0,0.007,6.33E-06,12.71
7/1/20 21:30,36521,12.71,24.84,76.63,100,0.01,0,0,0,0.007,5.90E-06,12.71
7/1/20 21:45,36522,12.71,25.01,77.18,100,0,0,0,0,0.006,5.47E-06,12.71
7/1/20 22:00,36523,12.71,25.06,77.12,100,0,0,0,0,0.006,5.69E-06,12.7
7/1/20 22:15,36524,12.71,25.05,77.18,100,0,0,0,0,0.012,1.07E-05,12.7
7/1/20 22:30,36525,12.7,25,76.94,98.8,0,0,0,0,0.011,9.76E-06,12.7
7/1/20 22:45,36526,12.7,24.89,77.25,97.5,0,0,0,0,0.008,6.87E-06,12.7
7/1/20 23:00,36527,12.7,24.82,77.26,96.9,0,0,0,0,0.007,6.65E-06,12.69
7/1/20 23:15,36528,12.69,24.85,78.06,95.4,0,0,0,0,0.006,5.04E-06,12.69
7/1/20 23:30,36529,12.69,24.86,77.68,96.7,0,0,0,0,0.004,3.65E-06,12.69
7/1/20 23:45,36530,12.69,24.81,77.49,96.2,0,0,0,0,0.003,3.11E-06,12.68
7/2/20 0:00,36531,12.68,24.74,77.56,95.2,0,0,0,0,0.004,3.54E-06,12.68
7/2/20 0:15,36532,12.68,24.7,77.58,96.1,0,0,0,0,0.007,5.90E-06,12.68
7/2/20 0:30,36533,12.67,24.66,76.94,97.8,0,0,0,0,0.011,9.55E-06,12.67
7/2/20 0:45,36534,12.67,24.53,76.86,97,0,0,0,0,0.01,8.80E-06,12.67
7/2/20 1:00,36535,12.67,24.43,77.14,96.1,0,0,0,0,0.008,7.51E-06,12.66
7/2/20 1:15,36536,12.66,24.41,77.01,97.1,0,0,0,0,0.008,6.87E-06,12.66
7/2/20 1:30,36537,12.66,24.36,76.66,98.8,0,0,0,0,0.003,3.00E-06,12.66
7/2/20 1:45,36538,12.66,24.28,76.79,100,0,0,0,0,0.004,3.76E-06,12.65
7/2/20 2:00,36539,12.65,24.39,77.1,100,0,0,0,0,0.008,7.19E-06,12.65
7/2/20 2:15,36540,12.65,24.47,77.18,100,0,0,0,0,0.01,8.69E-06,12.64
7/2/20 2:30,36541,12.64,24.56,77.5,98.1,0,0,0,0,0.005,4.40E-06,12.64
7/2/20 2:45,36542,12.64,24.69,77.99,94.8,0,0,0,0,0.007,5.90E-06,12.64
7/2/20 3:00,36543,12.64,24.79,78.31,90.4,0,0,0,0,0.005,4.83E-06,12.63
7/2/20 3:15,36544,12.63,24.79,78.36,90.2,0,0,0,0,0.003,2.90E-06,12.63
7/2/20 3:30,36545,12.63,24.73,78.46,89.2,0,0,0,0,0.006,5.36E-06,12.63
7/2/20 3:45,36546,12.62,24.69,78.2,90.6,0,0,0,0,0.005,4.61E-06,12.62
7/2/20 4:00,36547,12.62,24.65,77.83,92.7,0,0,0,0,0.004,3.86E-06,12.62
7/2/20 4:15,36548,12.62,24.55,77.01,92.9,0,0,0,0,0.01,8.58E-06,12.61
7/2/20 4:30,36549,12.61,24.45,77.26,94.4,0,0,0,0,0.005,4.94E-06,12.61
7/2/20 4:45,36550,12.61,24.45,77.01,96.5,0,0,0,0,0.002,1.61E-06,12.61
7/2/20 5:00,36551,12.6,24.48,77.43,97.5,0,0,0,0,0.008,7.62E-06,12.6
7/2/20 5:15,36552,12.6,24.73,78.27,95.5,0,0,0,0,0.005,4.18E-06,12.6
7/2/20 5:30,36553,12.6,25,78.55,92.7,0,0,0,0,0.008,7.62E-06,12.59
7/2/20 5:45,36554,12.59,25.03,78.26,94.7,0,0,0,0,0.002,2.04E-06,12.59
7/2/20 6:00,36555,12.59,24.98,77.91,96.3,0,0,0,0,0.008,6.76E-06,12.59
7/2/20 6:15,36556,12.59,24.86,78.28,95.2,0,0,0,0,0.009,8.26E-06,12.58
7/2/20 6:30,36557,12.58,25.01,78.63,92,0,0,0,0,0.01,8.58E-06,12.58
7/2/20 6:45,36558,12.58,25.13,78.72,92.6,0,0,0,0,0.229,0.0002063155,12.57
7/2/20 7:00,36559,12.57,25.13,78.42,93.3,0,0,0,0,2.383,0.002144694,12.57
7/2/20 7:15,36560,12.57,25.11,78.16,96.5,0,0,0,0,9.24,0.008317638,12.57
7/2/20 7:30,36561,12.58,25.06,77.5,97.5,0,0,0,0,15.49,0.01394545,12.57
7/2/20 7:45,36562,12.58,24.97,77.54,97.3,0,0,0,0,20.51,0.01845478,12.58
7/2/20 8:00,36563,12.58,25,77.73,98,0,0,0,0,22.4,0.02016109,12.57
7/2/20 8:15,36564,12.58,25.14,78.06,97.1,0,0,0,0,30.63,0.0275671,12.58
7/2/20 8:30,36565,12.58,25.34,78.27,96.4,0,0,0,0,35.71,0.03213984,12.58
7/2/20 8:45,36566,12.59,25.62,78.84,95.5,0,0,0,0,49.32,0.04438648,12.59
7/2/20 9:00,36567,12.59,25.9,79.13,94.8,0,0,0,0,47.17,0.04245508,12.58
7/2/20 9:15,36568,12.61,26.21,79.25,91.8,0,0,0,0,86.6,0.07797354,12.6
7/2/20 9:30,36569,12.67,26.86,80.1,91.7,0,0,0,0,126.2,0.1135712,12.66
7/2/20 9:45,36570,12.89,27.66,81.1,90.5,0,0,0,0,331.3,0.2981638,12.89
7/2/20 10:00,36571,12.9,28.52,82.4,90,0,0,0,0,209.9,0.1889149,12.89
7/2/20 10:15,36572,13.08,29.7,82.3,88.4,0,0,0,0,431.8,0.3886508,13.08
7/2/20 10:30,36573,13.14,30.96,83.6,88,0,0,0,0,402.4,0.3621891,13.13
7/2/20 10:45,36574,13.21,32,83.4,84.2,0,0,0,0,501.8,0.4516029,13.21
7/2/20 11:00,36575,13.26,32.98,84.9,82.9,0,0,0,0,482.9,0.4346263,13.25
7/2/20 11:15,36576,13.43,35.28,85.8,81.2,0,0,0,0,732.9,0.6596175,13.43
7/2/20 11:30,36577,13.4,36.45,87.1,78.6,0,0,0,0,694.2,0.6248229,13.39
7/2/20 11:45,36578,13.41,37.34,86.8,82.6,0,0,0,0,821,0.7384586,13.41
7/2/20 12:00,36579,13.24,37.16,86.8,84.6,0,0,0,0,405.6,0.3650288,13.23
7/2/20 12:15,36580,13.38,36.97,86.7,79.08,0,0,0,0,787.9,0.7091274,13.37
7/2/20 12:30,36581,13.4,37.9,88,73.64,0,0,0,0,892,0.8026794,13.4
7/2/20 12:45,36582,13.38,38.27,87.6,80.3,0,0,0,0,782.2,0.7039389,13.38
7/2/20 13:00,36583,13.36,38.82,88.5,78.98,0,0,0,0,792.3,0.7130373,13.36
7/2/20 13:15,36584,13.05,38.2,85.3,84.4,0,0,0,0,161.4,0.1452357,13.05
7/2/20 13:30,36585,13.16,35.48,84.2,86.3,0,0,0,0,228.8,0.205928,13.16
7/2/20 13:45,36586,13.11,33.93,83.5,87.1,0,0,0,0,196.4,0.1768022,13.11
7/2/20 14:00,36587,13.22,33.12,83.4,85.9,0,0,0,0,259,0.233138,13.22
7/2/20 14:15,36588,13.08,32.42,82.7,90.2,0,0,0,0,176.2,0.1585986,13.08
7/2/20 14:30,36589,12.97,31.71,81.9,89.4,0,0,0,0,107.1,0.09637982,12.96
7/2/20 14:45,36590,13.18,31.68,81.9,89.1,0,0,0,0,306.2,0.2756088,13.17
7/2/20 15:00,36591,12.98,31.48,82.3,91.2,0,0,0,0,95,0.08545776,12.98
7/2/20 15:15,36592,13.12,30.77,80.9,92.6,0,0,0,0,180.2,0.1622124,13.12
7/2/20 15:30,36593,13.5,33.04,83.8,83.6,0,0,0,0,518.1,0.4663141,13.5
7/2/20 15:45,36594,13.19,33.6,84.2,87.9,0,0,0,0,199.9,0.1799497,13.19
7/2/20 16:00,36595,13.47,34.58,84.2,81.5,0,0,0,0,438.6,0.3947357,13.47
7/2/20 16:15,36596,13.43,35.81,85.8,80.9,0,0,0,0,384.2,0.3457848,13.43
7/2/20 16:30,36597,13.42,36.52,85.9,83.3,0,0,0,0,366.2,0.3295926,13.42
7/2/20 16:45,36598,13.42,36.57,84.9,85.2,0,0,0,0,258.2,0.2324082,13.41
7/2/20 17:00,36599,13.26,36.14,83.6,88.7,0,0,0,0,157.6,0.1418604,13.25
7/2/20 17:15,36600,13.29,34.17,82,91.5,0,0,0,0,169.7,0.1527497,13.29
7/2/20 17:30,36601,13.46,33.55,82.7,88.8,0,0,0,0,224.5,0.2020698,13.46
7/2/20 17:45,36602,13,32.92,81.1,87.2,0,0,0,0,63.01,0.05671317,12.99
7/2/20 18:00,36603,12.84,30.53,76.98,95.1,0.19,0,0,0,13.58,0.01221961,12.84
7/2/20 18:15,36604,12.8,27.61,75.18,98.6,0.11,0,0,0,1.709,0.001538193,12.79
7/2/20 18:30,36605,12.78,25.65,75.13,100,0.04,0,0,0,0.45,0.0004054427,12.77
7/2/20 18:45,36606,12.76,25.01,75.32,100,0,0,0,0,0.014,1.26E-05,12.76
7/2/20 19:00,36607,12.76,24.78,75.86,100,0,0,0,0,0.006,5.58E-06,12.75
7/2/20 19:15,36608,12.75,24.83,76.17,100,0,0,0,0,0.009,8.37E-06,12.75
